KEY,PREF,CITY,KCITY,RCOM,AIRTEMP,PRECIP,WIND,SOC,SAND,pH,CEC,NSTOCK,SOILTEMP
2620122006,26,201,22,006,13.7,138.96,1.51,76.91,0.34,4.92,294.11,623.78,12.26
2620122007,26,201,22,007,14.48,135.73,1.48,75.2,0.35,5.14,281.4,630.4,13.56
2620122008,26,201,22,008,14.63,135.07,1.48,73.0,0.34,5.2,276.6,648.8,14.78
2620122009,26,201,22,009,14.89,134.63,1.46,73.68,0.35,5.15,275.62,630.35,14.07
2620122010,26,201,22,010,14.04,137.82,1.47,73.93,0.35,4.98,270.98,610.07,12.15
2620122011,26,201,22,011,13.04,140.58,1.45,73.17,0.35,4.88,278.0,607.3,11.95
2620122012,26,201,22,012,13.09,147.7,1.47,75.08,0.34,4.83,295.16,611.57,11.3
2620122013,26,201,22,013,13.9,144.27,1.48,75.94,0.35,4.89,273.94,611.62,11.98
2620122014,26,201,22,014,13.0,148.93,1.52,75.47,0.34,4.81,264.96,609.34,11.55
2620122015,26,201,22,015,13.7,148.16,1.49,73.39,0.34,4.89,269.83,623.61,12.42
2620122016,26,201,22,016,12.05,152.73,1.53,75.32,0.35,4.84,310.65,634.97,11.65
2620122017,26,201,22,017,12.39,155.85,1.54,75.62,0.35,4.82,289.8,620.81,11.05
2620123001,26,201,23,001,13.05,169.58,1.55,76.5,0.35,4.96,312.67,617.69,12.11
2620123002,26,201,23,002,14.01,164.06,1.51,75.74,0.35,4.94,289.35,633.61,13.17
2620123003,26,201,23,003,12.95,172.96,1.57,79.13,0.34,4.89,295.68,602.86,11.32
2620123004,26,201,23,004,14.13,163.15,1.52,74.49,0.35,4.94,299.83,638.93,12.88
2620123005,26,201,23,005,14.1,156.29,1.51,73.76,0.35,4.95,291.84,639.14,13.3
2620123006,26,201,23,006,14.53,147.88,1.49,73.81,0.35,4.96,303.19,625.27,13.24
2620123007,26,201,23,007,14.57,145.61,1.48,73.38,0.34,4.99,325.44,611.38,14.16
2620123008,26,201,23,008,14.44,147.25,1.48,74.35,0.35,5.05,311.22,605.22,13.54
2620123009,26,201,23,009,13.68,162.74,1.52,73.41,0.34,4.92,280.37,600.0,12.26
2620124001,26,201,24,001,14.69,144.05,1.46,75.8,0.34,5.1,333.4,606.2,14.68
2620124002,26,201,24,002,15.1,142.89,1.45,73.71,0.34,5.06,333.29,600.86,14.45
2620124003,26,201,24,003,14.61,145.44,1.47,73.93,0.35,5.05,332.07,602.07,13.96
2620124004,26,201,24,004,14.78,144.38,1.46,74.17,0.34,5.12,339.67,590.33,14.72
2620124005,26,201,24,005,14.73,145.18,1.47,73.5,0.34,5.32,338.75,619.0,14.86
2620124006,26,201,24,006,14.98,143.92,1.46,70.95,0.33,5.12,338.9,623.65,15.02
2620124007,26,201,24,007,15.16,142.93,1.46,72.33,0.33,5.21,332.47,631.07,15.6
2620124008,26,201,24,008,14.8,144.89,1.47,72.06,0.35,4.9,332.61,607.22,13.9
2620125001,26,201,25,001,14.48,148.95,1.5,72.49,0.36,4.88,302.15,618.74,13.58
2620125002,26,201,25,002,14.53,149.87,1.52,72.53,0.36,4.87,327.95,596.76,13.96
2620125003,26,201,25,003,14.9,145.05,1.53,72.98,0.34,4.98,339.43,589.28,13.93
2620125004,26,201,25,004,14.73,142.79,1.5,73.12,0.34,4.95,337.0,599.16,14.56
2620125005,26,201,25,005,14.24,144.09,1.57,73.12,0.34,4.77,317.26,583.59,12.36
2620126001,26,201,26,001,15.13,142.73,1.46,72.06,0.33,5.07,345.56,611.67,15.21
2620126002,26,201,26,002,14.81,140.88,1.48,72.69,0.35,4.9,334.88,607.62,14.18
2620126003,26,201,26,003,14.85,141.16,1.49,74.09,0.35,4.84,321.09,612.14,13.61
2620126004,26,201,26,004,14.57,141.26,1.5,73.57,0.34,4.84,292.14,585.86,13.09
2620126005,26,201,26,005,14.94,143.53,1.46,69.45,0.33,5.19,335.0,621.82,15.2
2620126006,26,201,26,006,14.89,143.08,1.47,70.75,0.35,4.91,327.5,612.5,14.54
2620126007,26,201,26,007,15.08,142.86,1.47,71.44,0.33,5.12,301.44,630.56,15.19
2620126008,26,201,26,008,14.62,145.49,1.48,71.75,0.35,4.89,318.44,606.13,13.82
2620127001,26,201,27,001,14.65,142.73,1.45,73.5,0.34,5.07,330.39,598.67,14.51
2620127002,26,201,27,002,13.59,149.77,1.48,72.96,0.36,4.95,323.0,595.46,12.41
2620127003,26,201,27,003,14.16,146.19,1.46,72.58,0.35,5.02,333.67,588.7,13.32
2620127004,26,201,27,004,13.46,152.09,1.48,72.79,0.36,5.0,330.32,592.38,12.62
2620127005,26,201,27,005,13.75,147.15,1.47,71.63,0.36,4.97,322.32,594.84,12.35
2620127006,26,201,27,006,14.9,140.87,1.43,74.14,0.34,4.97,326.63,599.11,14.58
2620127007,26,201,27,007,14.9,141.6,1.44,72.06,0.34,5.02,333.39,596.94,14.54
2620127008,26,201,27,008,14.75,140.89,1.42,74.78,0.34,5.02,321.0,608.22,14.47
2620128001,26,201,28,001,14.94,141.92,1.45,73.84,0.33,5.12,339.68,629.16,14.66
2620128002,26,201,28,002,14.86,141.16,1.44,75.88,0.34,5.11,337.12,609.46,14.6
2620128003,26,201,28,003,14.68,140.61,1.45,74.62,0.35,4.93,334.59,590.71,13.7
2620128004,26,201,28,004,14.19,138.85,1.46,73.81,0.36,4.84,314.24,593.8,12.92
2620128005,26,201,28,005,14.65,140.66,1.43,76.75,0.34,5.01,340.75,603.0,14.66
2620128006,26,201,28,006,14.42,139.75,1.41,76.84,0.35,4.96,334.32,607.28,13.75
2620128007,26,201,28,007,14.95,140.92,1.41,76.33,0.34,5.01,340.61,615.94,14.33
2620128008,26,201,28,008,14.17,139.96,1.43,75.42,0.36,4.9,295.44,605.97,12.45
2620201001,26,202,01,001,15.26,167.48,2.74,74.0,0.31,4.96,310.74,591.83,13.37
2620201002,26,202,01,002,13.98,161.17,3.0,74.26,0.31,4.96,315.61,589.83,12.94
2620201003,26,202,01,003,14.82,168.05,2.61,73.2,0.31,4.95,321.2,586.93,12.56
2620201004,26,202,01,004,15.04,167.04,2.78,75.67,0.31,5.17,316.0,606.83,14.04
2620201005,26,202,01,005,13.97,156.24,2.95,73.51,0.32,4.91,283.51,540.77,12.18
2620201006,26,202,01,006,14.77,167.9,2.56,75.04,0.32,5.01,320.75,584.93,13.32
2620201007,26,202,01,007,14.31,163.07,2.72,72.33,0.32,4.99,307.57,587.35,13.3
2620201008,26,202,01,008,13.89,155.34,3.2,70.93,0.32,4.79,292.81,552.4,12.15
2620201009,26,202,01,009,14.77,151.56,3.7,71.73,0.31,4.81,279.81,556.69,12.66
2620201010,26,202,01,010,15.36,149.6,4.4,74.97,0.31,4.89,285.71,576.21,13.13
2620201011,26,202,01,011,14.86,151.42,3.63,74.06,0.32,4.83,297.39,566.62,12.39
2620201012,26,202,01,012,14.08,154.25,3.41,73.97,0.32,4.83,288.46,569.48,11.83
2620201013,26,202,01,013,14.16,153.68,3.44,74.4,0.33,4.87,278.4,587.36,12.0
2620201014,26,202,01,014,13.42,156.41,3.26,74.4,0.32,4.9,273.4,578.1,11.6
2620201015,26,202,01,015,15.07,167.92,2.76,79.25,0.32,5.09,311.25,616.75,14.84
2620201016,26,202,01,016,14.77,166.56,3.05,74.41,0.3,4.98,300.38,586.62,13.34
2620201017,26,202,01,017,15.0,168.25,2.84,74.7,0.31,4.91,299.9,579.8,13.31
2620201018,26,202,01,018,14.41,159.03,2.98,72.21,0.34,4.81,273.79,571.36,12.77
2620201019,26,202,01,019,15.06,155.95,2.98,73.6,0.35,4.8,252.7,560.0,12.82
2620201020,26,202,01,020,14.65,153.29,3.35,75.67,0.33,4.9,277.63,569.04,12.64
2620201021,26,202,01,021,14.35,153.16,3.27,74.54,0.29,4.89,272.23,565.09,12.11
2620201022,26,202,01,022,14.28,151.65,3.69,74.02,0.32,4.88,292.11,565.17,11.45
2620201023,26,202,01,023,15.25,169.39,2.43,76.88,0.32,4.94,307.03,593.28,14.02
2620201024,26,202,01,024,14.71,170.44,2.27,77.74,0.3,4.95,314.26,592.1,13.57
2620201025,26,202,01,025,14.63,171.0,2.21,75.33,0.29,4.94,322.85,590.39,13.08
2620201026,26,202,01,026,15.1,171.42,2.01,77.57,0.26,5.01,318.71,605.71,14.01
2620201027,26,202,01,027,14.95,171.58,2.07,71.78,0.26,4.94,286.16,586.08,13.81
2620201028,26,202,01,028,15.09,172.31,2.14,72.09,0.27,5.08,314.91,613.09,14.27
2620201029,26,202,01,029,14.68,172.12,2.35,70.67,0.3,4.95,307.36,587.91,13.54
2620201030,26,202,01,030,13.58,171.31,2.39,74.18,0.25,4.96,281.09,546.82,12.4
2620201031,26,202,01,031,14.54,168.73,2.43,72.0,0.33,5.08,340.78,590.0,13.82
2620201032,26,202,01,032,15.05,170.39,2.16,79.79,0.28,5.01,293.15,604.62,14.44
2620201033,26,202,01,033,15.13,170.73,2.06,78.93,0.27,5.11,301.14,620.21,14.28
2620201034,26,202,01,034,15.14,171.52,2.0,74.44,0.27,5.08,304.67,592.59,14.54
2620201035,26,202,01,035,15.24,169.83,2.01,74.03,0.27,5.04,318.79,592.08,14.16
2620201036,26,202,01,036,14.54,169.42,1.99,73.12,0.26,5.01,288.56,576.34,13.35
2620201037,26,202,01,037,14.89,170.84,2.12,74.03,0.25,4.9,273.91,565.7,13.73
2620201038,26,202,01,038,14.34,171.63,2.23,74.79,0.25,4.91,278.61,559.21,13.16
2620201039,26,202,01,039,14.34,168.26,2.02,73.93,0.28,5.04,282.25,590.68,13.83
2620201040,26,202,01,040,13.29,169.37,1.96,73.36,0.27,4.91,291.64,559.74,12.57
2620201041,26,202,01,041,13.89,170.25,1.92,74.67,0.27,4.89,327.93,571.6,12.12
2620201042,26,202,01,042,14.99,165.32,2.22,72.81,0.35,4.98,309.36,593.74,14.19
2620201043,26,202,01,043,15.08,166.75,2.11,72.69,0.31,4.93,294.51,589.85,13.82
2620201044,26,202,01,044,14.62,168.32,2.05,80.57,0.29,5.06,328.0,606.43,14.35
2620201045,26,202,01,045,14.71,168.4,1.97,76.49,0.26,5.1,325.02,587.25,13.93
2620201046,26,202,01,046,13.96,169.78,1.92,73.69,0.29,4.93,311.01,571.43,12.76
2620201047,26,202,01,047,15.41,168.74,2.14,82.94,0.27,5.15,310.61,623.44,15.04
2620201048,26,202,01,048,14.97,161.12,2.57,68.2,0.34,4.93,274.44,579.76,13.69
2620201049,26,202,01,049,15.3,164.74,2.73,83.79,0.33,5.03,264.46,595.08,14.54
2620201050,26,202,01,050,15.13,164.27,2.42,73.34,0.35,5.07,295.9,584.03,14.74
2620201051,26,202,01,051,15.31,166.34,2.33,76.38,0.35,5.05,321.05,605.14,15.05
2620201052,26,202,01,052,15.66,168.15,2.24,82.67,0.3,5.17,301.67,647.0,15.35
2620201053,26,202,01,053,15.28,169.63,2.12,79.29,0.27,4.99,319.71,612.47,14.91
2620201054,26,202,01,054,15.58,157.12,2.22,75.9,0.34,5.06,308.72,612.41,14.93
2620201055,26,202,01,055,15.63,156.13,2.23,72.0,0.34,5.0,311.0,607.33,14.75
2620201056,26,202,01,056,15.53,158.1,2.21,78.0,0.33,5.06,306.0,627.6,15.18
2620201057,26,202,01,057,14.49,158.49,2.17,70.97,0.34,4.88,294.45,593.93,13.82
2620201058,26,202,01,058,14.02,162.08,2.17,69.47,0.34,4.95,288.68,582.05,12.93
2620201059,26,202,01,059,14.64,164.08,2.24,72.53,0.35,5.12,294.53,584.76,14.55
2620201060,26,202,01,060,14.93,161.08,2.36,74.44,0.34,5.03,293.82,594.38,14.34
2620201061,26,202,01,061,15.3,158.91,2.34,77.69,0.34,5.12,309.15,602.31,14.87
2620201062,26,202,01,062,15.4,158.7,2.36,78.0,0.34,5.1,311.5,597.5,15.69
2620201063,26,202,01,063,15.07,159.54,2.53,73.91,0.34,4.83,272.82,560.18,13.16
2620201064,26,202,01,064,15.49,157.79,2.27,76.32,0.34,5.07,309.27,609.43,15.08
2620201065,26,202,01,065,14.92,151.18,2.11,71.53,0.36,5.0,278.93,584.6,14.45
2620201066,26,202,01,066,14.88,153.31,2.25,71.23,0.35,4.89,288.97,586.4,14.38
2620201067,26,202,01,067,15.08,155.28,2.47,71.59,0.35,4.9,262.94,573.53,14.35
2620201068,26,202,01,068,14.73,156.34,2.77,71.76,0.34,4.78,248.71,569.76,13.54
2620201069,26,202,01,069,14.48,158.26,3.04,72.48,0.34,4.81,262.24,598.22,12.96
2620201070,26,202,01,070,14.32,156.65,3.27,72.02,0.34,4.78,263.16,576.16,12.1
2620201071,26,202,01,071,14.4,155.38,3.34,75.3,0.34,4.81,268.85,554.52,12.01
2620201072,26,202,01,072,14.13,148.24,1.98,71.31,0.33,4.85,270.62,592.78,12.82
2620201073,26,202,01,073,14.74,151.36,2.14,72.53,0.35,4.95,287.53,598.47,14.24
2620201074,26,202,01,074,15.07,152.62,2.15,74.86,0.34,5.02,311.64,605.64,14.96
2620201075,26,202,01,075,14.84,152.78,2.07,72.2,0.35,4.86,289.24,596.56,13.72
2620201076,26,202,01,076,14.32,147.57,1.91,72.1,0.35,4.86,267.23,595.05,13.23
2620201077,26,202,01,077,14.19,152.54,2.01,71.5,0.35,4.88,281.14,582.14,13.84
2620201078,26,202,01,078,15.11,155.5,2.06,72.33,0.34,5.01,295.83,591.08,14.86
2620201079,26,202,01,079,15.44,153.57,2.12,70.0,0.31,5.3,316.67,651.67,15.15
2620201080,26,202,01,080,15.15,154.91,2.16,76.0,0.3,5.3,308.0,645.0,15.11
2620201081,26,202,01,081,14.92,154.85,2.24,74.13,0.34,5.0,312.13,600.47,14.74
2620201082,26,202,01,082,15.18,156.7,2.17,75.67,0.32,5.0,322.33,610.33,14.85
2620201083,26,202,01,083,14.72,154.99,2.11,71.43,0.33,4.89,322.75,600.82,14.06
2620201084,26,202,01,084,14.3,158.04,2.08,70.48,0.34,4.9,271.41,590.7,13.25
2620201085,26,202,01,085,14.4,150.53,1.93,72.5,0.34,4.94,269.02,578.48,13.6
2620201086,26,202,01,086,13.46,156.58,1.9,73.75,0.32,4.88,272.57,566.48,12.41
2620201087,26,202,01,087,14.63,154.27,1.97,76.56,0.29,4.99,275.5,589.88,13.31
2620201088,26,202,01,088,14.05,158.93,1.97,75.24,0.29,4.94,282.71,566.0,12.74
2620201089,26,202,01,089,14.11,161.28,2.05,70.1,0.35,4.84,265.94,594.88,12.65
2620201090,26,202,01,090,13.75,166.18,2.01,71.65,0.34,4.75,270.35,575.4,12.25
2620201091,26,202,01,091,13.43,164.9,1.97,74.66,0.33,4.75,280.91,532.7,11.97
2620201092,26,202,01,092,13.02,164.3,1.92,80.24,0.3,4.82,288.76,551.26,11.73
2620201999,26,202,01,999,15.31,159.11,2.7,,,,,,
2620202001,26,202,02,001,14.72,147.76,1.59,71.4,0.35,5.0,347.24,594.12,14.3
2620202002,26,202,02,002,15.02,149.78,1.62,71.94,0.35,5.01,293.5,594.72,14.31
2620202003,26,202,02,003,14.21,145.33,1.68,71.73,0.35,4.82,306.09,578.03,12.57
2620202004,26,202,02,004,14.76,148.12,1.71,72.7,0.35,4.96,277.52,577.98,13.96
2620202005,26,202,02,005,14.82,149.7,1.59,74.03,0.35,5.02,295.9,598.58,14.49
2620202006,26,202,02,006,14.45,156.35,1.53,73.17,0.34,4.87,281.98,603.78,13.33
2620202007,26,202,02,007,14.46,158.46,1.52,75.58,0.35,4.88,316.27,620.21,13.16
2620202008,26,202,02,008,14.04,157.39,1.54,71.71,0.34,4.86,278.31,583.19,12.67
2620203001,26,202,03,001,15.01,149.53,1.65,71.24,0.35,4.98,282.22,593.7,14.56
2620203002,26,202,03,002,14.62,151.1,1.73,68.87,0.36,4.83,276.95,572.16,13.42
2620203003,26,202,03,003,13.96,154.5,1.6,71.73,0.34,4.93,291.39,582.48,12.85
2620203004,26,202,03,004,14.61,152.52,1.71,70.14,0.34,4.84,275.75,566.79,13.36
2620203005,26,202,03,005,13.93,153.53,1.68,71.42,0.34,4.88,296.01,569.15,12.68
2620203006,26,202,03,006,14.5,153.41,1.85,71.19,0.34,4.89,295.89,578.7,13.43
2620203007,26,202,03,007,13.94,156.45,1.74,71.27,0.34,4.78,283.58,552.26,12.06
2620203008,26,202,03,008,13.12,156.34,2.09,71.16,0.34,4.79,288.21,552.77,11.69
2620204001,26,202,04,001,14.22,145.18,1.82,74.16,0.33,4.89,276.31,581.81,12.79
2620204002,26,202,04,002,14.67,148.92,2.0,69.61,0.34,4.94,288.03,593.08,13.86
2620204003,26,202,04,003,14.98,147.8,1.8,73.6,0.33,5.06,285.08,608.4,14.9
2620204004,26,202,04,004,14.84,149.07,1.87,70.77,0.35,4.91,280.19,584.31,13.92
2620205001,26,202,05,001,15.19,154.78,2.58,79.67,0.32,5.03,325.33,617.67,13.39
2620205002,26,202,05,002,14.59,155.54,2.71,70.56,0.34,4.87,274.33,603.26,13.56
2620205003,26,202,05,003,15.25,154.67,2.47,80.75,0.32,5.25,320.75,648.5,15.2
2620205004,26,202,05,004,14.95,153.87,2.32,74.0,0.34,4.95,284.85,601.71,14.21
2620205005,26,202,05,005,14.94,152.06,2.15,72.92,0.35,5.01,276.08,598.72,14.69
2620205006,26,202,05,006,14.98,150.39,1.98,73.94,0.34,5.04,306.38,610.44,14.89
2620205007,26,202,05,007,14.57,153.89,2.01,72.06,0.34,4.87,293.0,597.09,13.48
2620205008,26,202,05,008,15.13,152.44,2.06,73.45,0.33,5.22,284.36,642.36,15.23
2620205009,26,202,05,009,14.71,153.87,2.22,73.25,0.34,4.91,286.46,595.79,13.59
2620205010,26,202,05,010,15.23,153.75,2.33,73.0,0.34,5.09,289.93,610.79,15.02
2620205011,26,202,05,011,14.56,156.91,2.44,75.02,0.34,4.86,279.11,569.38,12.9
2620206001,26,202,06,001,14.62,152.37,3.58,74.53,0.33,4.85,260.06,579.29,12.13
2620206002,26,202,06,002,15.44,159.26,3.09,76.25,0.33,4.96,266.5,596.75,13.89
2620206003,26,202,06,003,15.11,159.54,3.05,74.5,0.34,4.87,268.33,594.67,13.05
2620206004,26,202,06,004,14.68,158.35,2.95,72.0,0.33,4.82,272.08,588.81,12.72
2620299999,26,202,99,999,,,,,,,,,
2620301001,26,203,01,001,14.74,138.18,1.67,73.31,0.35,5.22,266.71,689.45,14.89
2620301002,26,203,01,002,14.5,137.83,1.64,70.56,0.36,5.0,251.91,667.71,13.62
2620301003,26,203,01,003,14.53,136.73,1.64,73.0,0.36,5.2,258.0,729.0,14.38
2620301004,26,203,01,004,13.56,136.06,1.6,69.7,0.37,5.02,250.25,655.45,13.09
2620301005,26,203,01,005,14.32,132.98,1.6,69.13,0.37,5.0,254.67,654.0,13.5
2620301006,26,203,01,006,14.8,134.29,1.62,71.75,0.36,5.2,263.25,685.25,14.76
2620301007,26,203,01,007,15.08,132.11,1.64,80.0,0.35,5.07,271.0,687.56,14.76
2620301008,26,203,01,008,15.28,133.43,1.63,83.7,0.3,5.35,263.5,669.0,15.53
2620301009,26,203,01,009,14.59,132.35,1.62,77.0,0.34,5.05,272.0,688.0,14.02
2620301010,26,203,01,010,15.32,134.84,1.65,82.0,0.31,5.29,262.67,683.11,15.66
2620301011,26,203,01,011,15.32,134.84,1.65,80.44,0.34,5.18,266.89,687.7,14.95
2620301012,26,203,01,012,15.06,135.47,1.65,78.94,0.34,5.22,261.89,698.45,15.04
2620301013,26,203,01,013,14.81,134.91,1.64,80.33,0.36,5.2,260.0,694.0,15.15
2620301014,26,203,01,014,15.03,133.82,1.63,79.0,0.34,5.05,278.0,686.0,14.02
2620302001,26,203,02,001,14.72,132.36,1.61,81.0,0.33,5.08,260.2,670.0,15.12
2620302002,26,203,02,002,14.97,132.47,1.61,81.5,0.3,5.35,260.25,653.75,15.74
2620302003,26,203,02,003,14.7,131.79,1.6,72.19,0.35,5.02,261.56,663.3,13.93
2620302004,26,203,02,004,15.15,132.3,1.6,77.43,0.33,5.09,290.33,675.24,14.87
2620302005,26,203,02,005,14.37,131.83,1.57,72.03,0.35,5.05,271.32,651.06,13.61
2620302006,26,203,02,006,14.34,131.49,1.58,69.19,0.36,4.99,258.41,654.0,13.53
2620303001,26,203,03,001,14.91,135.14,1.65,80.94,0.31,5.23,256.76,645.65,15.02
2620303002,26,203,03,002,14.88,134.54,1.64,81.23,0.31,5.17,255.15,663.77,14.94
2620303003,26,203,03,003,14.93,133.53,1.62,81.06,0.3,5.22,260.75,654.31,15.25
2620303004,26,203,03,004,14.29,134.9,1.65,77.63,0.31,5.07,250.61,640.03,14.04
2620303005,26,203,03,005,14.98,133.55,1.61,81.68,0.3,5.27,260.6,625.96,15.26
2620303006,26,203,03,006,14.93,133.02,1.6,79.0,0.3,5.38,305.75,663.62,15.5
2620303007,26,203,03,007,15.17,134.47,1.58,81.85,0.31,5.35,294.23,646.31,15.69
2620303008,26,203,03,008,15.04,134.71,1.58,77.73,0.31,5.27,277.0,649.09,15.53
2620303009,26,203,03,009,15.0,135.06,1.58,79.22,0.32,5.33,266.0,654.56,15.44
2620303010,26,203,03,010,14.96,135.66,1.58,80.38,0.31,5.19,301.08,645.58,15.31
2620303011,26,203,03,011,14.76,136.58,1.57,82.33,0.34,5.12,328.17,654.42,15.12
2620303012,26,203,03,012,14.68,136.57,1.62,78.27,0.32,5.08,285.68,646.59,14.63
2620303013,26,203,03,013,14.8,136.03,1.54,79.32,0.34,5.14,324.97,647.87,14.91
2620303014,26,203,03,014,14.55,137.18,1.53,80.1,0.35,5.18,332.9,630.48,14.73
2620303015,26,203,03,015,14.76,138.73,1.5,78.58,0.35,5.06,334.67,606.92,14.28
2620303016,26,203,03,016,14.71,138.22,1.52,78.52,0.36,5.07,338.74,614.35,14.73
2620303017,26,203,03,017,14.28,138.62,1.48,76.97,0.36,4.91,334.9,608.0,13.62
2620304001,26,203,04,001,15.02,135.01,1.57,76.0,0.33,5.14,301.22,661.78,15.38
2620304002,26,203,04,002,15.08,134.8,1.56,74.17,0.33,5.22,322.83,667.33,15.53
2620304003,26,203,04,003,14.82,134.02,1.56,79.4,0.33,5.32,327.4,656.8,15.53
2620304004,26,203,04,004,14.93,135.06,1.55,76.5,0.34,5.0,313.5,665.0,14.94
2620304005,26,203,04,005,14.92,135.43,1.54,78.43,0.34,5.08,331.38,673.81,15.07
2620305001,26,203,05,001,14.71,138.78,1.61,75.29,0.34,5.03,310.61,623.03,14.56
2620305002,26,203,05,002,14.86,138.31,1.58,73.5,0.33,5.14,331.15,633.9,15.11
2620305003,26,203,05,003,14.61,137.89,1.62,76.37,0.32,5.06,311.07,647.5,14.67
2620305004,26,203,05,004,14.81,138.52,1.63,71.38,0.32,5.13,290.57,611.9,14.94
2620305005,26,203,05,005,14.47,139.56,1.51,75.84,0.36,4.99,337.71,605.96,14.02
2620305006,26,203,05,006,14.82,137.45,1.57,79.93,0.35,5.07,334.38,636.88,14.96
2620305007,26,203,05,007,14.4,137.85,1.69,73.53,0.32,5.07,261.6,631.49,13.92
2620306001,26,203,06,001,14.54,141.27,1.66,75.0,0.33,5.05,269.19,618.81,14.57
2620306002,26,203,06,002,14.63,139.44,1.66,72.67,0.32,5.25,273.33,626.0,15.25
2620306003,26,203,06,003,14.7,140.79,1.7,75.05,0.32,5.03,257.57,624.84,14.63
2620306004,26,203,06,004,14.04,141.2,1.75,74.31,0.34,4.92,262.5,623.05,13.58
2620306005,26,203,06,005,14.1,141.38,1.78,73.04,0.33,5.02,264.83,629.26,13.62
2620306006,26,203,06,006,13.73,142.22,1.77,74.66,0.35,4.82,272.22,606.6,12.43
2620306007,26,203,06,007,14.52,142.21,1.68,74.91,0.34,4.96,269.53,608.66,13.74
2620306008,26,203,06,008,13.59,143.03,1.64,75.08,0.34,4.96,273.44,620.84,13.72
2620306009,26,203,06,009,14.23,141.74,1.66,75.96,0.34,4.98,272.0,609.78,14.0
2620306010,26,203,06,010,14.39,140.14,1.61,74.58,0.35,5.01,273.74,619.0,14.0
2620306011,26,203,06,011,14.31,141.32,1.56,74.62,0.35,4.92,282.72,575.78,13.61
2620306012,26,203,06,012,14.12,142.1,1.56,74.0,0.34,4.84,274.86,579.3,12.85
2620307001,26,203,07,001,14.97,136.83,1.67,81.76,0.32,5.29,269.81,671.05,15.35
2620307002,26,203,07,002,14.74,136.27,1.67,78.0,0.33,5.12,257.15,647.96,14.41
2620307003,26,203,07,003,14.43,137.14,1.7,73.29,0.34,4.99,256.07,641.25,13.8
2620307004,26,203,07,004,14.29,137.7,1.73,73.06,0.34,5.02,255.28,632.19,13.92
2620307005,26,203,07,005,14.59,138.69,1.72,75.94,0.34,5.11,254.88,636.94,14.74
2620307006,26,203,07,006,14.9,137.49,1.69,81.12,0.34,5.26,256.44,656.64,15.32
2620308001,26,203,08,001,14.34,139.93,1.76,72.93,0.32,5.06,259.39,619.46,14.11
2620308002,26,203,08,002,14.38,139.82,1.79,72.79,0.33,5.04,264.52,621.44,13.76
2620308003,26,203,08,003,14.35,139.02,1.76,75.66,0.32,5.09,256.93,624.36,14.28
2620308004,26,203,08,004,14.75,139.42,1.75,75.11,0.33,5.23,258.44,628.41,14.99
2620308005,26,203,08,005,14.65,140.05,1.72,73.11,0.34,5.17,258.75,639.17,14.69
2620308006,26,203,08,006,14.47,140.17,1.7,74.65,0.35,5.14,259.68,649.06,14.44
2620309001,26,203,09,001,14.22,139.82,1.75,73.58,0.34,5.11,261.95,615.37,14.34
2620309002,26,203,09,002,14.18,140.22,1.77,73.69,0.34,5.05,266.78,605.6,13.77
2620309003,26,203,09,003,14.38,141.51,1.79,74.06,0.32,5.05,267.4,610.66,13.82
2620309004,26,203,09,004,14.18,142.12,1.82,73.16,0.34,4.98,265.65,627.96,13.57
2620309005,26,203,09,005,14.51,141.85,1.8,73.0,0.31,5.12,267.4,613.6,14.65
2620309006,26,203,09,006,14.38,143.2,1.82,72.0,0.3,5.09,272.43,636.57,14.69
2620309007,26,203,09,007,14.38,143.0,1.83,70.4,0.3,5.22,276.0,638.0,14.72
2620309008,26,203,09,008,14.29,143.27,1.82,74.0,0.31,5.03,276.57,614.0,14.39
2620309009,26,203,09,009,14.01,145.36,1.83,73.0,0.31,4.99,270.63,592.52,13.17
2620309010,26,203,09,010,14.31,143.82,1.83,72.29,0.31,5.1,273.14,616.43,14.46
2620309011,26,203,09,011,14.57,143.67,1.84,73.0,0.32,5.15,272.19,617.44,14.53
2620309012,26,203,09,012,14.54,145.0,1.85,72.75,0.34,5.03,262.55,626.5,14.49
2620309013,26,203,09,013,13.74,150.44,1.87,71.98,0.34,4.92,272.21,600.05,12.36
2620309014,26,203,09,014,13.1,158.76,1.89,72.87,0.35,4.84,275.74,573.13,11.62
2620309015,26,203,09,015,13.05,159.27,1.9,74.49,0.34,4.81,271.11,555.42,11.83
2620309016,26,203,09,016,14.02,149.99,1.89,70.06,0.35,4.83,262.22,594.31,13.24
2620309017,26,203,09,017,14.26,145.24,1.87,72.43,0.35,4.87,253.61,599.61,13.24
2620309018,26,203,09,018,13.63,144.47,1.84,71.88,0.35,4.82,271.52,627.55,12.45
2620310001,26,203,10,001,13.24,140.98,1.68,77.22,0.35,5.05,252.94,667.28,13.1
2620310002,26,203,10,002,13.25,142.09,1.71,78.82,0.36,4.88,255.24,649.2,12.06
2620310003,26,203,10,003,14.13,139.25,1.73,74.31,0.33,5.04,270.08,675.33,13.44
2620310004,26,203,10,004,13.91,140.1,1.75,72.6,0.34,5.0,273.25,643.8,13.25
2620310005,26,203,10,005,14.23,139.76,1.74,70.84,0.34,5.0,263.1,625.59,13.35
2620310006,26,203,10,006,14.11,139.86,1.72,72.5,0.34,5.09,269.5,668.38,13.73
2620310007,26,203,10,007,14.05,141.0,1.71,75.42,0.34,5.09,270.52,661.27,13.93
