KEY,PREF,CITY,KCITY,RCOM,AIRTEMP,PRECIP,WIND,SOC,SAND,pH,CEC,NSTOCK,SOILTEMP
2610901047,26,109,01,047,16.73,130.01,2.06,85.51,0.34,5.81,255.81,558.23,16.7
2610901048,26,109,01,048,16.57,129.16,2.02,69.88,0.38,5.58,253.12,532.62,15.77
2610901049,26,109,01,049,16.61,129.02,2.03,73.12,0.37,5.66,249.67,550.17,16.18
2610901050,26,109,01,050,16.64,129.63,2.04,74.31,0.37,5.66,253.16,544.07,16.11
2610901051,26,109,01,051,16.77,131.2,2.07,82.0,0.35,5.77,257.82,555.82,16.54
2610901052,26,109,01,052,16.77,131.8,2.07,78.48,0.35,5.65,258.98,552.84,16.21
2610901053,26,109,01,053,16.7,130.42,2.06,78.16,0.36,5.71,255.49,549.95,16.32
2610901054,26,109,01,054,16.75,131.14,2.07,79.55,0.35,5.71,257.43,552.87,16.36
2610901055,26,109,01,055,16.71,130.94,2.06,74.67,0.36,5.61,255.92,545.62,15.99
2610901056,26,109,01,056,16.65,130.11,2.04,71.52,0.37,5.58,254.02,538.13,15.83
2610901057,26,109,01,057,14.64,127.44,1.68,64.92,0.4,5.24,251.56,528.02,12.96
2610901058,26,109,01,058,15.62,127.5,1.77,66.0,0.37,5.6,240.0,517.0,15.86
2610901059,26,109,01,059,14.45,127.36,1.66,63.61,0.4,5.25,251.78,521.52,13.32
2610901060,26,109,01,060,16.32,127.37,1.77,65.37,0.39,5.38,248.14,525.32,14.48
2610901061,26,109,01,061,16.4,127.27,1.88,66.6,0.38,5.48,245.9,532.0,15.9
2610901062,26,109,01,062,16.48,127.15,1.86,67.0,0.38,5.5,244.0,523.0,15.97
2610901063,26,109,01,063,16.65,126.84,1.83,64.16,0.39,5.39,251.58,532.08,14.57
2610901064,26,109,01,064,15.45,127.28,1.74,60.92,0.4,5.33,257.69,536.15,13.85
2610901065,26,109,01,065,15.9,127.22,1.77,61.67,0.37,5.39,255.83,541.28,14.11
2610901066,26,109,01,066,15.96,127.29,1.78,61.53,0.38,5.41,251.87,540.33,14.18
2610901067,26,109,01,067,14.29,126.9,1.62,65.26,0.41,5.22,251.63,531.09,12.75
2610901068,26,109,01,068,14.17,127.07,1.66,63.76,0.41,5.24,255.52,527.31,13.06
2610902001,26,109,02,001,16.7,133.84,2.11,85.0,0.33,5.9,254.0,555.0,16.97
2610902002,26,109,02,002,16.62,133.19,2.12,85.59,0.34,5.8,254.91,545.93,16.88
2610902003,26,109,02,003,16.67,132.45,2.11,92.0,0.34,5.8,262.0,560.5,16.92
2610902004,26,109,02,004,16.6,131.26,2.11,86.98,0.34,5.77,256.72,547.7,16.88
2610902005,26,109,02,005,16.67,132.82,2.11,88.66,0.34,5.81,262.41,568.07,16.91
2610903001,26,109,03,001,16.74,130.67,2.09,86.46,0.34,5.82,261.88,566.17,16.9
2610903002,26,109,03,002,16.65,129.68,2.08,83.75,0.34,5.88,266.5,582.75,16.91
2610903003,26,109,03,003,16.65,130.58,2.1,86.81,0.34,5.84,263.67,574.62,16.9
2610903004,26,109,03,004,16.64,129.82,2.1,87.0,0.34,5.85,268.5,596.0,16.94
2610904001,26,109,04,001,16.49,127.21,1.95,90.5,0.34,5.9,242.12,579.12,16.92
2610904002,26,109,04,002,16.5,126.71,2.0,85.0,0.34,5.7,218.0,509.0,16.98
2610904003,26,109,04,003,16.51,127.06,2.03,87.17,0.33,5.8,230.17,536.67,16.97
2610904004,26,109,04,004,16.67,127.54,2.06,82.0,0.33,5.8,229.0,533.0,16.95
2610904005,26,109,04,005,16.58,127.95,2.05,73.67,0.34,5.73,228.33,529.67,16.92
2610904006,26,109,04,006,16.64,129.44,2.07,86.29,0.34,5.81,253.71,537.43,16.83
2610904007,26,109,04,007,16.63,130.0,2.08,90.5,0.35,5.8,261.5,534.0,16.91
2611000001,26,110,00,001,16.19,129.04,1.74,65.68,0.4,5.2,257.38,510.17,13.44
2611000002,26,110,00,002,14.42,127.95,1.66,65.52,0.41,5.19,259.66,517.08,12.41
2611000003,26,110,00,003,15.89,129.36,1.76,66.06,0.4,5.23,259.71,514.3,13.5
2611000004,26,110,00,004,15.85,128.42,1.73,67.2,0.4,5.3,266.7,526.7,13.68
2611000005,26,110,00,005,15.2,130.75,1.78,65.84,0.39,5.22,255.11,503.26,14.47
2611000006,26,110,00,006,15.09,133.01,1.84,64.86,0.4,5.14,255.29,499.08,13.25
2611000007,26,110,00,007,16.45,130.0,1.79,65.09,0.4,5.21,259.75,508.83,13.99
2611000008,26,110,00,008,15.99,131.95,1.87,65.19,0.4,5.27,258.56,518.11,14.37
2611000009,26,110,00,009,16.2,131.63,1.85,63.6,0.4,5.27,268.9,518.67,14.75
2611000010,26,110,00,010,15.8,133.88,1.93,64.08,0.38,5.32,260.08,528.25,14.68
2611000011,26,110,00,011,15.75,132.89,1.93,68.3,0.4,5.41,248.8,535.7,15.19
2611000012,26,110,00,012,16.65,130.25,1.85,68.02,0.39,5.34,257.22,527.42,14.54
2611000013,26,110,00,013,16.49,129.08,1.79,67.36,0.39,5.29,261.56,523.33,13.76
2611000014,26,110,00,014,16.29,128.07,1.88,70.86,0.38,5.44,241.59,506.45,15.79
2611000015,26,110,00,015,16.47,128.2,1.78,66.72,0.39,5.31,252.07,517.29,14.03
2611000016,26,110,00,016,15.2,127.81,1.72,64.39,0.4,5.26,263.06,517.39,13.35
2611000017,26,110,00,017,15.99,128.32,1.8,67.54,0.39,5.33,255.4,515.72,14.3
2611000018,26,110,00,018,16.19,128.85,1.85,69.69,0.38,5.37,255.39,520.64,14.73
2611000019,26,110,00,019,16.01,129.95,1.94,73.0,0.37,5.43,263.0,537.07,15.06
2611000020,26,110,00,020,16.29,130.92,1.94,70.5,0.38,5.5,253.5,550.5,15.12
2611000021,26,110,00,021,16.01,132.19,1.94,70.11,0.37,5.5,257.56,553.56,15.49
2611101001,26,111,01,001,15.22,131.09,2.18,62.81,0.4,5.17,260.31,517.78,13.39
2611101002,26,111,01,002,14.67,129.54,2.18,62.75,0.4,5.12,259.86,501.18,13.07
2611101003,26,111,01,003,15.33,132.24,2.14,62.53,0.4,5.17,265.85,513.7,13.57
2611101004,26,111,01,004,16.01,133.56,2.14,68.11,0.38,5.4,264.3,519.97,15.08
2611101005,26,111,01,005,15.28,131.33,2.14,64.06,0.4,5.22,263.19,535.5,14.04
2611101006,26,111,01,006,16.09,132.33,2.14,66.44,0.39,5.51,260.11,532.39,15.3
2611101007,26,111,01,007,16.82,135.37,2.14,76.0,0.34,5.7,261.0,500.0,16.92
2611101008,26,111,01,008,16.77,136.0,2.12,71.5,0.33,5.75,261.5,512.0,16.9
2611101009,26,111,01,009,16.72,136.05,2.12,71.39,0.35,5.7,256.5,523.67,16.86
2611101010,26,111,01,010,16.73,135.21,2.13,68.04,0.37,5.49,261.06,522.14,15.55
2611101011,26,111,01,011,16.34,134.05,2.13,69.21,0.37,5.53,261.37,520.41,15.74
2611101012,26,111,01,012,16.72,135.94,2.12,72.0,0.35,5.65,253.0,531.0,16.85
2611101013,26,111,01,013,16.67,137.06,2.11,70.67,0.36,5.7,255.0,528.0,16.84
2611101014,26,111,01,014,16.71,135.38,2.13,78.0,0.31,5.5,276.0,515.0,16.86
2611101015,26,111,01,015,16.77,135.14,2.13,77.44,0.33,5.61,265.4,511.55,16.87
2611101016,26,111,01,016,16.8,135.06,2.14,75.06,0.34,5.62,256.02,516.55,16.79
2611101017,26,111,01,017,16.52,133.77,2.13,70.7,0.36,5.6,252.92,521.38,16.28
2611101018,26,111,01,018,16.42,133.68,2.13,68.5,0.37,5.68,247.17,514.67,16.38
2611102001,26,111,02,001,14.96,129.38,2.14,64.42,0.4,5.3,263.98,524.03,13.8
2611102002,26,111,02,002,15.59,130.07,2.14,67.5,0.38,5.48,248.5,550.75,15.91
2611102003,26,111,02,003,16.28,132.12,2.12,70.33,0.36,5.73,241.0,511.67,16.4
2611102004,26,111,02,004,15.72,128.49,2.14,66.58,0.4,5.47,269.08,555.17,15.13
2611102005,26,111,02,005,15.79,130.84,2.13,69.5,0.38,5.55,238.83,546.5,16.11
2611103001,26,111,03,001,14.67,128.37,2.12,67.1,0.4,5.28,260.57,556.58,13.1
2611103002,26,111,03,002,16.32,131.72,2.1,64.8,0.37,5.68,252.8,515.0,16.4
2611103003,26,111,03,003,16.21,130.94,2.08,65.6,0.37,5.74,257.6,519.4,16.21
2611103004,26,111,03,004,15.92,130.89,2.1,57.0,0.39,5.7,241.67,531.0,15.98
2611103005,26,111,03,005,16.13,131.18,2.11,56.78,0.38,5.47,238.15,523.81,15.54
2611103006,26,111,03,006,13.5,133.45,2.1,65.99,0.4,5.2,256.39,542.03,12.23
2611103007,26,111,03,007,15.09,128.73,2.09,65.87,0.38,5.31,249.15,549.39,13.25
2611103008,26,111,03,008,13.38,133.06,2.1,70.32,0.4,5.15,254.16,527.62,12.09
2611103009,26,111,03,009,13.25,144.6,2.09,69.89,0.4,5.18,244.62,542.16,11.4
2620101001,26,201,01,001,14.64,134.12,1.5,70.73,0.38,4.92,312.18,627.64,13.82
2620101002,26,201,01,002,15.35,135.47,1.47,75.83,0.36,5.12,275.5,624.83,15.22
2620101003,26,201,01,003,15.32,136.23,1.46,80.86,0.34,5.17,308.14,644.71,15.45
2620101004,26,201,01,004,15.13,137.58,1.45,87.0,0.33,5.32,326.83,630.67,15.93
2620101005,26,201,01,005,15.53,136.73,1.45,82.77,0.33,5.29,311.5,636.88,15.9
2620101006,26,201,01,006,15.21,137.4,1.46,80.5,0.32,5.4,311.0,627.0,16.13
2620101007,26,201,01,007,15.57,136.62,1.46,80.0,0.33,5.4,312.0,624.0,16.11
2620101008,26,201,01,008,15.14,135.2,1.49,79.6,0.35,5.16,314.6,647.4,15.57
2620101009,26,201,01,009,15.49,136.2,1.48,79.72,0.34,5.23,315.06,641.6,15.76
2620101010,26,201,01,010,15.39,136.24,1.49,84.0,0.34,5.3,314.5,655.5,16.11
2620101011,26,201,01,011,15.45,136.35,1.48,82.64,0.34,5.29,318.92,646.37,16.0
2620101012,26,201,01,012,15.44,136.64,1.47,81.41,0.33,5.33,316.84,636.19,16.03
2620101013,26,201,01,013,14.65,134.15,1.5,69.85,0.36,4.98,333.64,630.91,14.68
2620101014,26,201,01,014,15.22,134.89,1.5,78.27,0.35,5.15,326.82,650.0,15.42
2620101015,26,201,01,015,15.48,136.62,1.48,84.2,0.33,5.34,327.2,642.0,16.13
2620101016,26,201,01,016,14.89,134.5,1.48,70.82,0.37,4.95,307.0,639.09,14.88
2620102001,26,201,02,001,15.4,136.93,1.49,82.29,0.34,5.31,317.43,651.14,15.98
2620102002,26,201,02,002,15.32,136.77,1.51,83.6,0.34,5.35,319.9,640.85,15.79
2620102003,26,201,02,003,14.94,137.09,1.49,80.22,0.36,5.05,331.48,635.09,14.92
2620102004,26,201,02,004,15.43,136.26,1.5,85.0,0.33,5.36,319.2,661.2,16.08
2620103001,26,201,03,001,14.71,137.99,1.46,80.02,0.35,5.14,329.23,629.04,14.57
2620103002,26,201,03,002,14.77,138.44,1.45,82.0,0.36,5.35,327.5,630.83,15.32
2620103003,26,201,03,003,14.82,138.89,1.44,79.9,0.35,5.09,327.45,630.15,14.43
2620103004,26,201,03,004,14.28,138.95,1.43,78.34,0.35,5.0,329.11,627.28,13.66
2620103005,26,201,03,005,14.2,139.56,1.41,77.18,0.35,4.96,329.27,638.88,13.15
2620103006,26,201,03,006,14.44,139.95,1.4,77.17,0.33,5.07,337.62,649.17,13.95
2620104001,26,201,04,001,15.2,138.18,1.43,87.79,0.34,5.24,321.42,639.74,15.55
2620104002,26,201,04,002,15.1,138.06,1.44,87.83,0.35,5.25,337.83,672.67,15.98
2620104003,26,201,04,003,15.25,137.57,1.44,84.89,0.35,5.31,298.89,653.56,15.55
2620104004,26,201,04,004,14.93,136.42,1.43,81.0,0.35,5.06,300.79,649.62,14.7
2620104005,26,201,04,005,14.49,134.95,1.42,78.0,0.35,5.11,308.33,652.33,14.53
2620104006,26,201,04,006,14.14,134.37,1.41,75.22,0.35,5.1,285.83,651.39,13.84
2620104007,26,201,04,007,14.66,133.92,1.42,74.23,0.35,5.1,277.59,661.68,14.4
2620104008,26,201,04,008,15.11,134.15,1.44,78.75,0.34,5.25,257.5,646.25,15.49
2620104009,26,201,04,009,14.76,133.27,1.43,77.3,0.34,5.06,260.9,655.45,15.14
2620104010,26,201,04,010,15.06,132.9,1.46,75.0,0.33,5.09,273.08,656.77,15.05
2620104011,26,201,04,011,14.93,134.69,1.47,73.66,0.34,5.06,288.21,655.68,14.55
2620104012,26,201,04,012,15.22,136.59,1.44,79.44,0.33,5.22,316.81,649.25,15.69
2620104013,26,201,04,013,15.22,136.7,1.44,85.2,0.32,5.29,314.1,642.6,15.91
2620104014,26,201,04,014,15.36,136.71,1.45,85.5,0.34,5.15,299.5,658.0,15.89
2620104015,26,201,04,015,15.12,135.38,1.47,73.45,0.34,5.2,302.09,624.82,15.27
2620104016,26,201,04,016,13.48,134.0,1.5,75.07,0.36,4.95,267.0,644.71,12.67
2620104017,26,201,04,017,13.94,134.0,1.5,73.33,0.37,4.9,260.94,640.69,12.63
2620105001,26,201,05,001,13.98,132.87,1.52,73.65,0.37,4.91,267.21,646.64,12.26
2620105002,26,201,05,002,14.96,132.61,1.47,73.02,0.34,5.05,270.51,649.28,14.57
2620105003,26,201,05,003,14.38,133.13,1.43,76.13,0.34,5.02,269.15,654.92,14.21
2620105004,26,201,05,004,14.52,132.83,1.43,76.71,0.35,5.05,270.46,662.08,13.8
2620105005,26,201,05,005,14.84,133.61,1.46,76.64,0.35,5.15,269.29,656.11,14.13
2620105006,26,201,05,006,14.75,131.73,1.5,71.91,0.36,4.95,271.51,649.86,13.42
2620105007,26,201,05,007,14.35,134.35,1.52,70.06,0.36,5.02,276.12,656.62,13.45
2620105008,26,201,05,008,14.73,132.75,1.49,70.81,0.36,5.03,284.5,651.42,14.04
2620105009,26,201,05,009,14.08,134.09,1.52,69.81,0.36,4.96,270.07,655.89,12.7
2620105010,26,201,05,010,14.41,132.86,1.46,73.56,0.36,5.02,278.43,655.24,13.33
2620105011,26,201,05,011,13.83,134.31,1.46,74.69,0.36,5.0,269.15,641.65,12.37
2620105012,26,201,05,012,14.74,132.77,1.46,71.75,0.37,5.32,269.25,638.75,14.99
2620106001,26,201,06,001,14.91,134.02,1.55,77.77,0.35,5.15,285.37,654.06,14.59
2620106002,26,201,06,002,15.23,135.0,1.53,82.71,0.34,5.21,293.5,656.57,15.32
2620106003,26,201,06,003,15.02,134.4,1.54,78.16,0.36,5.12,280.95,644.16,14.73
2620106004,26,201,06,004,15.23,135.03,1.52,84.6,0.32,5.32,316.35,649.65,15.98
2620106005,26,201,06,005,15.1,135.37,1.52,86.14,0.32,5.34,313.71,656.86,15.54
2620107001,26,201,07,001,14.48,138.55,1.4,81.19,0.34,5.06,314.79,635.52,14.36
2620107002,26,201,07,002,14.85,138.87,1.43,87.8,0.34,5.42,351.4,638.8,15.57
2620107003,26,201,07,003,15.06,139.46,1.41,84.6,0.34,5.23,340.4,639.0,15.45
2620107004,26,201,07,004,14.72,139.38,1.41,82.0,0.32,5.3,337.83,638.17,15.72
2620107005,26,201,07,005,15.14,139.93,1.4,81.53,0.33,5.08,328.79,631.89,14.32
2620107006,26,201,07,006,14.68,140.5,1.4,76.41,0.34,5.04,323.59,610.84,14.32
2620107007,26,201,07,007,14.44,143.27,1.43,71.91,0.34,4.99,320.27,604.0,14.05
2620107008,26,201,07,008,14.45,141.28,1.44,73.56,0.34,5.01,322.12,604.12,14.19
2620108001,26,201,08,001,14.49,128.42,1.54,74.69,0.36,4.98,254.75,664.41,13.34
2620108002,26,201,08,002,14.38,127.03,1.54,74.65,0.36,4.98,254.98,663.38,13.8
2620108003,26,201,08,003,14.38,128.22,1.54,70.5,0.36,5.25,260.5,621.0,15.15
2620108004,26,201,08,004,14.42,128.03,1.54,73.25,0.35,5.15,269.25,667.75,15.11
2620108005,26,201,08,005,14.66,127.67,1.53,75.08,0.35,5.02,261.23,654.0,13.95
2620108006,26,201,08,006,14.25,126.88,1.52,74.73,0.35,4.99,262.2,660.8,13.67
2620108007,26,201,08,007,14.28,129.2,1.55,73.41,0.35,5.03,265.47,655.28,13.49
2620108008,26,201,08,008,14.72,127.15,1.52,74.17,0.35,5.07,291.7,664.65,14.37
2620108009,26,201,08,009,14.72,128.05,1.53,76.3,0.36,5.09,290.5,681.6,15.19
2620109001,26,201,09,001,15.16,129.91,1.52,74.12,0.36,5.2,288.88,657.75,15.0
2620109002,26,201,09,002,14.73,128.69,1.53,72.71,0.35,5.14,287.0,650.0,15.01
2620109003,26,201,09,003,14.9,130.28,1.52,69.91,0.35,5.3,289.27,656.09,15.62
2620109004,26,201,09,004,14.94,128.87,1.52,70.57,0.35,5.1,289.14,674.29,15.15
2620109005,26,201,09,005,14.81,129.63,1.52,71.88,0.36,5.03,276.76,668.59,14.42
2620109006,26,201,09,006,14.25,127.7,1.53,74.85,0.37,4.96,257.18,662.86,13.26
2620109007,26,201,09,007,15.11,131.63,1.52,68.36,0.36,5.06,281.71,647.36,15.4
2620109008,26,201,09,008,14.96,130.46,1.52,68.59,0.36,5.02,285.47,676.12,15.13
2620109009,26,201,09,009,14.03,128.97,1.54,74.52,0.38,4.94,257.52,656.41,12.98
2620110001,26,201,10,001,14.49,129.68,1.54,72.95,0.36,5.12,278.45,659.86,13.96
2620110002,26,201,10,002,15.02,132.47,1.53,79.23,0.36,5.23,299.89,640.51,15.13
2620110003,26,201,10,003,15.26,133.02,1.52,75.93,0.36,5.32,317.6,665.73,15.65
2620110004,26,201,10,004,15.22,135.05,1.51,80.48,0.36,5.27,322.16,643.39,15.58
2620110005,26,201,10,005,15.18,133.7,1.52,80.33,0.36,5.32,305.33,621.0,15.44
2620110006,26,201,10,006,14.89,133.97,1.51,73.9,0.36,5.01,317.84,645.08,14.98
2620110007,26,201,10,007,14.43,132.48,1.55,72.48,0.36,5.19,282.96,629.52,14.37
2620111001,26,201,11,001,14.24,142.68,1.42,74.27,0.34,4.97,327.93,596.81,13.28
2620111002,26,201,11,002,14.66,138.58,1.39,75.77,0.34,4.95,293.4,621.33,13.55
2620111003,26,201,11,003,14.65,138.15,1.4,76.2,0.33,5.3,339.6,630.6,14.75
2620111004,26,201,11,004,14.79,137.32,1.4,77.38,0.34,5.09,296.5,654.75,14.7
2620111005,26,201,11,005,14.67,136.38,1.4,75.95,0.35,4.95,269.38,629.62,13.78
2620111006,26,201,11,006,13.91,133.98,1.42,75.17,0.35,4.95,265.91,643.83,12.93
2620111007,26,201,11,007,14.55,134.46,1.41,74.82,0.34,5.08,273.95,638.91,13.86
2620111008,26,201,11,008,15.01,133.85,1.42,74.31,0.35,5.02,273.0,643.44,13.43
2620111009,26,201,11,009,14.7,136.11,1.4,74.17,0.34,5.06,270.33,610.08,14.02
2620111010,26,201,11,010,14.45,136.76,1.4,76.88,0.34,5.02,263.59,608.53,14.28
2620111011,26,201,11,011,14.69,138.87,1.39,76.6,0.34,4.98,269.2,591.6,13.94
2620111012,26,201,11,012,14.36,139.37,1.38,75.29,0.34,4.97,277.29,613.9,13.63
2620111013,26,201,11,013,14.61,137.92,1.4,75.06,0.34,5.23,274.0,639.31,14.92
2620112001,26,201,12,001,14.5,133.07,1.42,74.1,0.35,5.03,274.6,637.39,13.37
2620112002,26,201,12,002,14.39,135.35,1.44,72.57,0.35,5.04,271.73,615.57,13.3
2620112003,26,201,12,003,14.15,137.24,1.43,74.75,0.35,4.9,266.0,595.45,12.52
2620112004,26,201,12,004,14.28,138.47,1.4,75.02,0.35,4.92,265.11,599.91,13.4
2620113001,26,201,13,001,12.55,167.48,1.56,79.01,0.35,4.93,297.5,654.08,11.6
2620113002,26,201,13,002,12.27,157.88,1.52,79.31,0.35,4.95,281.9,652.31,11.52
2620113003,26,201,13,003,13.7,152.48,1.49,76.55,0.34,4.98,312.2,642.15,12.3
2620113004,26,201,13,004,13.77,149.3,1.46,75.41,0.34,4.94,304.01,614.62,12.32
2620113005,26,201,13,005,14.11,142.33,1.41,75.52,0.34,4.94,311.67,608.82,13.03
2620113006,26,201,13,006,14.08,138.92,1.39,74.73,0.34,4.94,283.38,588.42,13.12
2620113007,26,201,13,007,13.19,143.05,1.43,76.76,0.34,4.89,277.97,608.21,11.97
2620113008,26,201,13,008,13.35,153.03,1.48,77.52,0.35,5.01,347.62,640.07,12.22
2620114001,26,201,14,001,12.94,174.9,1.57,76.44,0.34,4.9,277.16,609.0,12.05
2620114002,26,201,14,002,13.39,178.03,1.58,74.87,0.34,4.92,275.23,603.94,12.81
2620114003,26,201,14,003,13.62,165.14,1.54,74.96,0.35,4.91,292.12,634.76,12.81
2620114004,26,201,14,004,12.61,161.87,1.53,77.75,0.35,4.99,301.3,642.66,11.71
2620114005,26,201,14,005,13.46,160.88,1.51,75.42,0.33,5.0,315.36,605.49,12.61
2620114006,26,201,14,006,14.4,148.62,1.47,74.12,0.34,5.08,331.28,598.4,13.62
2620114007,26,201,14,007,12.9,170.57,1.55,73.36,0.35,4.88,283.13,603.13,12.09
2620115001,26,201,15,001,13.5,178.0,1.59,72.4,0.35,5.03,285.0,618.6,13.38
2620115002,26,201,15,002,12.45,181.66,1.61,74.82,0.35,4.86,280.35,583.65,12.96
2620115003,26,201,15,003,12.88,179.98,1.61,72.4,0.35,5.1,280.8,614.2,13.29
2620115004,26,201,15,004,12.6,180.35,1.62,76.17,0.35,4.83,289.26,610.23,12.26
2620115005,26,201,15,005,12.36,181.7,1.64,77.38,0.35,4.81,292.87,605.67,11.64
2620115006,26,201,15,006,12.95,179.92,1.6,75.18,0.35,4.85,287.03,597.26,12.38
2620115007,26,201,15,007,12.89,174.58,1.58,74.77,0.35,4.84,284.18,592.77,11.46
2620115008,26,201,15,008,12.58,176.05,1.57,77.43,0.35,4.85,284.5,601.71,11.5
2620116001,26,201,16,001,14.89,136.23,1.51,77.65,0.35,5.08,334.88,658.47,14.95
2620116002,26,201,16,002,14.69,137.24,1.49,78.85,0.35,5.06,325.62,637.58,14.39
2620116003,26,201,16,003,14.03,138.64,1.46,77.44,0.36,4.92,321.78,620.78,12.84
2620116004,26,201,16,004,13.46,138.48,1.44,76.08,0.36,4.9,296.27,621.81,13.22
2620116005,26,201,16,005,15.09,135.35,1.52,82.5,0.34,5.4,331.0,651.75,15.64
2620117001,26,201,17,001,13.73,128.15,1.6,76.92,0.39,4.98,256.04,699.15,13.09
2620117002,26,201,17,002,14.18,127.64,1.59,76.71,0.39,5.01,254.46,716.22,13.78
2620117003,26,201,17,003,14.06,129.82,1.59,77.42,0.39,4.99,256.19,720.69,13.47
2620117004,26,201,17,004,14.01,132.15,1.6,76.96,0.39,4.97,257.88,718.27,13.21
2620117005,26,201,17,005,14.35,128.5,1.6,77.88,0.38,5.0,257.88,687.09,13.75
2620117006,26,201,17,006,14.15,128.72,1.61,75.77,0.37,5.02,258.0,694.67,13.95
2620118001,26,201,18,001,13.75,128.12,1.57,78.0,0.38,4.92,261.71,702.4,12.5
2620118002,26,201,18,002,13.34,127.9,1.61,76.46,0.39,4.91,261.88,699.21,12.23
2620118003,26,201,18,003,14.03,127.66,1.58,77.22,0.39,4.95,257.43,700.96,13.22
2620118004,26,201,18,004,14.46,128.33,1.57,77.71,0.39,5.12,248.24,743.91,14.33
2620118005,26,201,18,005,14.81,130.42,1.56,74.19,0.37,5.23,252.81,713.27,14.9
2620118006,26,201,18,006,14.27,127.01,1.55,74.0,0.38,4.97,254.24,702.68,13.86
2620118007,26,201,18,007,14.06,126.75,1.54,76.15,0.39,4.94,252.58,714.3,13.25
2620118008,26,201,18,008,14.46,127.89,1.55,74.84,0.36,5.03,249.67,700.3,14.27
2620118009,26,201,18,009,14.11,130.42,1.57,76.42,0.38,5.03,248.39,732.88,13.88
2620119001,26,201,19,001,13.31,138.72,1.61,78.45,0.38,4.87,251.79,698.82,12.12
2620119002,26,201,19,002,13.74,136.33,1.59,76.37,0.38,4.93,249.37,694.55,12.7
2620119003,26,201,19,003,13.81,133.43,1.57,77.54,0.39,4.9,253.53,700.24,12.64
2620119004,26,201,19,004,13.82,130.49,1.55,76.26,0.38,4.94,253.12,695.52,12.95
2620119005,26,201,19,005,14.18,129.21,1.56,77.0,0.38,4.94,253.41,720.37,13.21
2620119006,26,201,19,006,13.46,134.27,1.59,78.45,0.39,4.85,252.6,711.58,12.26
2620120001,26,201,20,001,13.69,143.7,1.6,76.89,0.34,5.1,313.68,641.37,13.6
2620120002,26,201,20,002,13.37,145.7,1.56,76.62,0.34,4.95,291.54,632.58,12.03
2620120003,26,201,20,003,13.5,147.67,1.6,76.94,0.33,4.99,282.71,615.88,12.91
2620120004,26,201,20,004,12.95,150.78,1.56,76.81,0.34,4.85,258.31,595.38,11.94
2620120005,26,201,20,005,13.12,151.28,1.57,74.67,0.33,5.02,272.83,627.83,12.67
2620120006,26,201,20,006,12.54,153.1,1.56,74.0,0.35,4.83,285.14,612.66,11.2
2620120007,26,201,20,007,13.49,153.57,1.58,76.56,0.35,4.83,291.61,626.94,11.81
2620120008,26,201,20,008,12.88,156.22,1.59,76.9,0.35,4.82,289.67,641.29,10.99
2620120009,26,201,20,009,12.07,158.76,1.58,74.83,0.35,4.89,305.15,627.96,11.4
2620120010,26,201,20,010,12.26,167.39,1.6,78.1,0.34,4.8,315.63,632.61,11.09
2620120011,26,201,20,011,14.09,143.84,1.62,76.6,0.32,5.14,321.0,642.2,14.01
2620120012,26,201,20,012,13.78,143.17,1.62,76.5,0.33,5.05,322.25,651.25,14.17
2620120013,26,201,20,013,13.17,145.53,1.63,77.72,0.33,4.88,306.95,626.09,12.13
2620120014,26,201,20,014,13.08,147.33,1.63,76.97,0.34,4.92,299.66,623.89,11.74
2620120015,26,201,20,015,12.36,151.22,1.62,77.8,0.35,4.89,283.79,632.64,11.17
2620120016,26,201,20,016,12.12,152.81,1.62,80.43,0.35,4.84,313.66,631.02,10.87
2620120017,26,201,20,017,12.39,160.16,1.62,79.86,0.35,4.79,335.53,623.67,11.19
2620120018,26,201,20,018,12.35,163.25,1.62,80.96,0.34,4.84,336.22,624.86,11.16
2620120019,26,201,20,019,14.16,139.61,1.62,76.67,0.32,5.08,333.0,636.75,14.19
2620120020,26,201,20,020,13.81,139.85,1.62,77.0,0.3,5.11,329.25,643.75,14.24
2620120021,26,201,20,021,13.85,137.58,1.64,78.35,0.29,5.17,343.76,615.12,14.25
2620120022,26,201,20,022,13.83,138.71,1.63,77.0,0.3,5.2,357.0,651.0,13.77
2620120023,26,201,20,023,13.57,139.47,1.64,76.77,0.3,4.93,347.54,637.46,13.13
2620120024,26,201,20,024,13.68,135.3,1.65,80.5,0.29,5.08,355.17,631.0,13.77
2620121001,26,201,21,001,14.3,136.82,1.53,76.1,0.33,5.03,307.38,633.34,13.18
2620121002,26,201,21,002,14.21,133.09,1.56,79.4,0.34,4.96,296.78,647.65,12.89
2620121003,26,201,21,003,14.45,135.0,1.6,79.21,0.32,5.06,341.9,639.24,14.23
2620121004,26,201,21,004,13.85,139.84,1.58,77.4,0.33,4.98,328.07,624.4,13.21
2620121005,26,201,21,005,13.74,132.71,1.63,85.46,0.32,4.99,344.78,632.84,12.65
2620122001,26,201,22,001,14.32,133.91,1.45,73.46,0.36,5.07,282.29,648.25,12.8
2620122002,26,201,22,002,14.48,134.47,1.47,72.89,0.34,5.11,284.39,659.72,13.35
2620122003,26,201,22,003,14.02,133.82,1.5,74.2,0.35,5.02,278.72,656.56,12.74
2620122004,26,201,22,004,14.51,134.84,1.49,74.22,0.34,5.14,272.78,646.39,13.74
2620122005,26,201,22,005,14.84,134.48,1.48,77.0,0.35,5.1,277.57,623.0,14.14
